DATABASE_ID,MOLECULAR_WEIGHT,DRUG_GROUPS,GENERIC_NAME,SMILES,drug,Property,Value,Probability
DB00917,352.4651,approved,Dinoprostone,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,DB00917,Blood Brain Barrier,+,0.8704
DB00348,329.2281,approved,Nitisinone,[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O,DB00348,Blood Brain Barrier,+,0.87
DB08439,370.422,approved,Parecoxib,CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1,DB08439,Blood Brain Barrier,+,0.8694
DB01428,228.2433,approved,Oxybenzone,COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1,DB01428,Blood Brain Barrier,+,0.8691
DB00139,118.088,approved,Succinic acid,OC(=O)CCC(O)=O,DB00139,Blood Brain Barrier,+,0.869
DB08819,452.5313,approved,Tafluprost,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(F)(F)COC1=CC=CC=C1,DB08819,Blood Brain Barrier,+,0.8687
DB01184,425.911,approved,Domperidone,ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=CC=CC=C34)CC1)C(=O)N2,DB01184,Blood Brain Barrier,+,0.8686
DB06695,627.7332,approved,Dabigatran etexilate,CCCCCCOC(=O)\N=C(\N)C1=CC=C(NCC2=NC3=C(C=CC(=C3)C(=O)N(CCC(=O)OCC)C3=NC=CC=C3)N2C)C=C1,DB06695,Blood Brain Barrier,+,0.8673
DB00302,157.2102,approved,Tranexamic acid,NC[C@H]1CC[C@@H](CC1)C(O)=O,DB00302,Blood Brain Barrier,+,0.8672
DB00939,296.149,approved,Meclofenamic acid,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,DB00939,Blood Brain Barrier,+,0.8668
DB00352,167.192,approved,Tioguanine,NC1=NC(=S)C2=C(N1)N=CN2,DB00352,Blood Brain Barrier,+,0.8663
DB00481,473.583,approved,Raloxifene,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,DB00481,Blood Brain Barrier,+,0.8661
DB01256,517.763,approved,Retapamulin,[H][C@]12CC[C@]([H])(C[C@]([H])(C1)SCC(=O)O[C@]1([H])C[C@@](C)(C=C)[C@@]([H])(O)[C@]([H])(C)[C@]34CCC(=O)[C@@]3([H])[C@@]1(C)[C@]([H])(C)CC4)N2C,DB01256,Blood Brain Barrier,+,0.8647
DB01407,277.19,approved,Clenbuterol,CC(C)(C)NCC(O)C1=CC(Cl)=C(N)C(Cl)=C1,DB01407,Blood Brain Barrier,+,0.8631
DB00483,891.5291,approved,Gallamine triethiodide,[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,DB00483,Blood Brain Barrier,+,0.8616
DB01118,645.3116,approved,Amiodarone,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2,DB01118,Blood Brain Barrier,+,0.8615
DB08842,203.238,approved,Acetylcarnitine,CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,DB08842,Blood Brain Barrier,+,0.8614
DB00686,602.497,approved,Pentosan polysulfate,O[C@@H]1CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]1OS(O)(=O)=O,DB00686,Blood Brain Barrier,+,0.8606
DB01195,414.3427,approved,Flecainide,FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1,DB01195,Blood Brain Barrier,+,0.8605
DB00688,433.4947,approved,Mycophenolate mofetil,COC1=C(C\C=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C,DB00688,Blood Brain Barrier,+,0.8594
DB00629,231.082,approved,Guanabenz,NC(N)=NN=CC1=C(Cl)C=CC=C1Cl,DB00629,Blood Brain Barrier,+,0.8593
DB00697,253.711,approved,Tizanidine,ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1,DB00697,Blood Brain Barrier,+,0.8592
DB01128,430.373,approved,Bicalutamide,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,DB01128,Blood Brain Barrier,+,0.859
DB08864,366.4185,approved,Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=NC(NC2=CC=C(C=C2)C#N)=NC=C1,DB08864,Blood Brain Barrier,+,0.8571
DB00728,529.7742,approved,Rocuronium,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1,DB00728,Blood Brain Barrier,+,0.8569
DB00583,161.1989,approved,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,DB00583,Blood Brain Barrier,+,0.8568
DB00700,414.4914,approved,Eplerenone,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC,DB00700,Blood Brain Barrier,+,0.8556
DB00944,556.7797,approved,Demecarium,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,DB00944,Blood Brain Barrier,+,0.8552
DB00985,469.97,approved,Dimenhydrinate,CN1C2=C(N=C(Cl)N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,DB00985,Blood Brain Barrier,+,0.8551
DB04272,192.1235,approved,Citric acid,OC(=O)CC(O)(CC(O)=O)C(O)=O,DB04272,Blood Brain Barrier,+,0.855
DB00592,86.1356,approved,Piperazine,C1CNCCN1,DB00592,Blood Brain Barrier,+,0.8549
DB00977,296.4034,approved,Ethinylestradiol,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,DB00977,Blood Brain Barrier,+,0.8546
DB00126,176.1241,approved,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,DB00126,Blood Brain Barrier,+,0.8532
DB00136,416.6365,approved,Calcitriol,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,DB00136,Blood Brain Barrier,+,0.8524
DB08899,464.436,approved,Enzalutamide,CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F,DB08899,Blood Brain Barrier,+,0.8514
DB08896,482.815,approved,Regorafenib,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,DB08896,Blood Brain Barrier,+,0.851
DB00398,464.825,approved,Sorafenib,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,DB00398,Blood Brain Barrier,+,0.851
DB01609,373.3615,approved,Deferasirox,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O,DB01609,Blood Brain Barrier,+,0.8508
DB00536,59.0705,approved,Guanidine,NC(N)=N,DB00536,Blood Brain Barrier,+,0.8502
DB00217,177.2462,approved,Bethanidine,CN\C(NCC1=CC=CC=C1)=N/C,DB00217,Blood Brain Barrier,+,0.85
DB00665,317.2207,approved,Nilutamide,CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,DB00665,Blood Brain Barrier,+,0.8491
DB00261,256.088,approved,Anagrelide,ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl,DB00261,Blood Brain Barrier,+,0.848
DB00839,311.4,approved,Tolazamide,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,DB00839,Blood Brain Barrier,+,0.8467
DB00174,132.1179,approved,Asparagine,N[C@@H](CC(N)=O)C(O)=O,DB00174,Blood Brain Barrier,+,0.8465
DB06716,288.2766,approved,Fospropofol,CC(C)C1=CC=CC(C(C)C)=C1OCOP(O)(O)=O,DB06716,Blood Brain Barrier,+,0.8462
DB00134,149.211,approved,Methionine,CSCC[C@H](N)C(O)=O,DB00134,Blood Brain Barrier,+,0.8447
DB02893,149.211,approved,D-Methionine,CSCC[C@@H](N)C(O)=O,DB02893,Blood Brain Barrier,+,0.8447
DB01120,323.411,approved,Gliclazide,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1,DB01120,Blood Brain Barrier,+,0.8445
DB02362,137.136,approved,Aminobenzoic acid,NC1=CC=C(C=C1)C(O)=O,DB02362,Blood Brain Barrier,+,0.8436
DB00986,318.4305,approved,Glycopyrronium,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,DB00986,Blood Brain Barrier,+,0.8436
DB06212,448.941,approved,Tolvaptan,CC1=CC=CC=C1C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCC[C@@H](O)C2=C1C=CC(Cl)=C2,DB06212,Blood Brain Barrier,+,0.8429
DB02300,412.6047,approved,Calcipotriol,O[C@H](\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)C1CC1,DB02300,Blood Brain Barrier,+,0.8426
DB04348,515.703,approved,Taurocholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O,DB04348,Blood Brain Barrier,+,0.8416
DB00963,334.165,approved,Bromfenac,NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1,DB00963,Blood Brain Barrier,+,0.8403
DB01106,420.528,approved,Levocabastine,C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)[C@H]1CC[C@](CC1)(C#N)C1=CC=C(F)C=C1,DB01106,Blood Brain Barrier,+,0.8388
DB00500,257.2845,approved,Tolmetin,CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1,DB00500,Blood Brain Barrier,+,0.8387
DB00692,281.3523,approved,Phentolamine,CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1,DB00692,Blood Brain Barrier,+,0.838
DB00628,314.723,approved,Clorazepic acid,OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,DB00628,Blood Brain Barrier,+,0.8373
DB01122,537.565,approved,Ambenonium,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,DB01122,Blood Brain Barrier,+,0.8373
DB00573,242.2699,approved,Fenoprofen,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,DB00573,Blood Brain Barrier,+,0.8373
DB06150,310.329,approved,Sulfadimethoxine,COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,DB06150,Blood Brain Barrier,+,0.8357
DB01108,329.4333,approved,Trilostane,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]23O[C@@H]2C(O)=C(C[C@]13C)C#N,DB01108,Blood Brain Barrier,+,0.8356
DB00266,336.295,approved,Dicoumarol,OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2,DB00266,Blood Brain Barrier,+,0.8343
DB04835,513.6655,approved,Maraviroc,CC(C)C1=NN=C(C)N1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1,DB04835,Blood Brain Barrier,+,0.8329
DB00605,356.411,approved,Sulindac,CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O,DB00605,Blood Brain Barrier,+,0.8325
DB00414,324.395,approved,Acetohexamide,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,DB00414,Blood Brain Barrier,+,0.8308
DB08910,273.2441,approved,Pomalidomide,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,DB08910,Blood Brain Barrier,+,0.8304
DB00958,371.254,approved,Carboplatin,[H][N]([H])([H])[Pt]1(OC(=O)C2(CCC2)C(=O)O1)[N]([H])([H])[H],DB00958,Blood Brain Barrier,+,0.8295
DB00170,172.18,approved,Menadione,CC1=CC(=O)C2=CC=CC=C2C1=O,DB00170,Blood Brain Barrier,+,0.8265
DB00399,272.0896,approved,Zoledronic acid,OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O,DB00399,Blood Brain Barrier,+,0.825
DB00905,415.5656,approved,Bimatoprost,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1,DB00905,Blood Brain Barrier,+,0.825
DB00979,291.3853,approved,Cyclopentolate,CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1,DB00979,Blood Brain Barrier,+,0.8234
DB00900,236.2273,approved,Didanosine,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O,DB00900,Blood Brain Barrier,+,0.823
DB00747,303.3529,approved,Scopolamine,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,DB00747,Blood Brain Barrier,+,0.8218
DB08911,615.3948,approved,Trametinib,CN1C(=O)C(C)=C2N(C(=O)N(C3CC3)C(=O)C2=C1NC1=CC=C(I)C=C1F)C1=CC(NC(C)=O)=CC=C1,DB08911,Blood Brain Barrier,+,0.8217
DB00197,441.54,approved,Troglitazone,CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O,DB00197,Blood Brain Barrier,+,0.8183
DB06723,78.0036,approved,Aluminum hydroxide,[OH-].[OH-].[OH-].[Al+3],DB06723,Blood Brain Barrier,+,0.8181
DB01280,297.2673,approved,Nelarabine,COC1=NC(N)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,DB01280,Blood Brain Barrier,+,0.8171
DB03209,157.0843,approved,Oteracil,OC(=O)C1=NC(=O)NC(=O)N1,DB03209,Blood Brain Barrier,+,0.817
DB01144,305.159,approved,Diclofenamide,NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O,DB01144,Blood Brain Barrier,+,0.8167
DB01430,477.5522,approved,Almitrine,FC1=CC=C(C=C1)C(N1CCN(CC1)C1=NC(NCC=C)=NC(NCC=C)=N1)C1=CC=C(F)C=C1,DB01430,Blood Brain Barrier,+,0.8158
DB00662,388.4574,approved,Trimethobenzamide,COC1=CC(=CC(OC)=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1,DB00662,Blood Brain Barrier,+,0.8121
DB06804,616.8235,approved,Nonoxynol-9,CCCCCCCCCC1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,DB06804,Blood Brain Barrier,+,0.8118
DB01599,516.842,approved,Probucol,CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,DB01599,Blood Brain Barrier,+,0.8118
DB00703,236.26,approved,Methazolamide,CN1N=C(SC1=NC(C)=O)S(N)(=O)=O,DB00703,Blood Brain Barrier,+,0.8117
DB08893,396.506,approved,Mirabegron,NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1,DB08893,Blood Brain Barrier,+,0.8115
DB00685,416.36,approved,Trovafloxacin,[H][C@@]12CN(C[C@]1([H])[C@H]2N)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=C(F)C=C(F)C=C1)C(O)=O,DB00685,Blood Brain Barrier,+,0.8109
DB04824,318.3228,approved,Phenolphthalein,OC1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(O)C=C1,DB04824,Blood Brain Barrier,+,0.81
DB00672,276.74,approved,Chlorpropamide,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,DB00672,Blood Brain Barrier,+,0.8087
DB06217,349.471,approved,Vernakalant,COC1=C(OC)C=C(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)C=C1,DB06217,Blood Brain Barrier,+,0.8078
DB00861,250.1976,approved,Diflunisal,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1,DB00861,Blood Brain Barrier,+,0.8047
DB00817,294.3047,approved,Rosoxacin,CCN1C=C(C(O)=O)C(=O)C2=C1C=C(C=C2)C1=CC=NC=C1,DB00817,Blood Brain Barrier,+,0.8044
DB00114,247.1419,approved,Pyridoxal phosphate,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O,DB00114,Blood Brain Barrier,+,0.8022
DB01268,398.4738,approved,Sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,DB01268,Blood Brain Barrier,+,0.7993
DB00910,416.6365,approved,Paricalcitol,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)\C=C\[C@H](C)C(C)(C)O,DB00910,Blood Brain Barrier,+,0.795
DB01267,426.4839,approved,Paliperidone,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCC(O)C2=N1,DB01267,Blood Brain Barrier,+,0.7928
DB01382,309.341,approved,Glymidine,COCCOC1=CN=C(NS(=O)(=O)C2=CC=CC=C2)N=C1,DB01382,Blood Brain Barrier,+,0.7927
DB04843,340.436,approved,Mepenzolate,C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,DB04843,Blood Brain Barrier,+,0.7923
DB05630,907.88,approved,Sodium stibogluconate,O.O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[H][C@@]1(O[Sb]2(O)(O[Sb]34([O-])O[C@@H](C([O-])=O)[C@@]([H])(O3)[C@]([H])(O4)[C@H](O)CO)O[C@@H](C([O-])=O)[C@@]1([H])O2)[C@H](O)CO,DB05630,Blood Brain Barrier,+,0.7918
DB00465,255.2686,approved,Ketorolac,OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1,DB00465,Blood Brain Barrier,+,0.7918
DB02703,516.7092,approved,Fusidic acid,O[C@@H]1CC[C@@]2(C)[C@@]([H])(CC[C@@]3(C)[C@@]2([H])[C@H](O)C[C@@]2([H])\C([C@@H](OC(=O)C)C[C@]32C)=C(/CCC=C(C)C)C(O)=O)[C@@H]1C,DB02703,Blood Brain Barrier,+,0.7909
DB03310,612.631,approved,Glutathione disulfide,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,DB03310,Blood Brain Barrier,+,0.7907
DB00291,304.212,approved,Chlorambucil,OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,DB00291,Blood Brain Barrier,+,0.7889
DB04876,303.3993,approved,Vildagliptin,OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[C@H]1C#N,DB04876,Blood Brain Barrier,+,0.7886
DB00878,505.447,approved,Chlorhexidine,ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,DB00878,Blood Brain Barrier,+,0.7872
DB01394,399.437,approved,Colchicine,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1C(CC2)NC(C)=O,DB01394,Blood Brain Barrier,+,0.7865
DB04854,316.375,approved,Febuxostat,CC(C)COC1=C(C=C(C=C1)C1=NC(C)=C(S1)C(O)=O)C#N,DB04854,Blood Brain Barrier,+,0.7853
DB01079,301.394,approved,Tegaserod,CCCCCNC(=N)N\N=C\C1=CNC2=C1C=C(OC)C=C2,DB01079,Blood Brain Barrier,+,0.7842
DB00820,389.404,approved,Tadalafil,[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1,DB00820,Blood Brain Barrier,+,0.7821
DB01014,357.3175,approved,Balsalazide,OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O,DB01014,Blood Brain Barrier,+,0.7807
DB04861,405.435,approved,Nebivolol,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2,DB04861,Blood Brain Barrier,+,0.7802
DB00800,305.756,approved,Fenoldopam,OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12,DB00800,Blood Brain Barrier,+,0.7784
DB01322,232.275,approved,Kava,COC1=CC(=O)OC(C1)\C=C\C1=CCCC=C1,DB01322,Blood Brain Barrier,+,0.7757
DB03312,333.135,approved,Brivudine,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(\C=C\Br)C(=O)NC1=O,DB03312,Blood Brain Barrier,+,0.7736
DB06769,358.263,approved,Bendamustine,CN1C(CCCC(O)=O)=NC2=CC(=CC=C12)N(CCCl)CCCl,DB06769,Blood Brain Barrier,+,0.773
DB06700,263.3752,approved,Desvenlafaxine,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,DB06700,Blood Brain Barrier,+,0.7722
DB00202,290.399,approved,Succinylcholine,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,DB00202,Blood Brain Barrier,+,0.7717
DB00791,252.098,approved,Uracil mustard,ClCCN(CCCl)C1=CNC(=O)NC1=O,DB00791,Blood Brain Barrier,+,0.7711
DB00836,477.038,approved,Loperamide,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,DB00836,Blood Brain Barrier,+,0.7709
DB08907,444.516,approved,Canagliflozin,[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=CC=C(C)C(CC2=CC=C(S2)C2=CC=C(F)C=C2)=C1,DB08907,Blood Brain Barrier,+,0.7708
DB04880,248.301,approved,Enoximone,CSC1=CC=C(C=C1)C(=O)C1=C(C)NC(=O)N1,DB04880,Blood Brain Barrier,+,0.77
DB00566,182.21,approved,Succimer,OC(=O)[C@@H](S)[C@@H](S)C(O)=O,DB00566,Blood Brain Barrier,+,0.7685
DB00322,246.1924,approved,Floxuridine,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,DB00322,Blood Brain Barrier,+,0.768
DB01303,283.3268,approved,Oxtriphylline,C[N+](C)(C)CCO.CN1C2=C([N-]C=N2)C(=O)N(C)C1=O,DB01303,Blood Brain Barrier,+,0.7679
DB00526,397.294,approved,Oxaliplatin,[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1,DB00526,Blood Brain Barrier,+,0.7667
DB06768,107.1085,approved,Ammonium lactate,[NH4+].CC(O)C([O-])=O,DB06768,Blood Brain Barrier,+,0.7656
DB00637,458.5703,approved,Astemizole,COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,DB00637,Blood Brain Barrier,+,0.765
DB00619,493.6027,approved,Imatinib,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1,DB00619,Blood Brain Barrier,+,0.7624
DB00784,241.2851,approved,Mefenamic acid,CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1,DB00784,Blood Brain Barrier,+,0.762
DB00847,77.149,approved,Cysteamine,NCCS,DB00847,Blood Brain Barrier,+,0.7618
DB00845,473.396,approved,Clofazimine,CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C1NC1=CC=C(Cl)C=C1,DB00845,Blood Brain Barrier,+,0.7616
DB00129,132.161,approved,Ornithine,NCCC[C@H](N)C(O)=O,DB00129,Blood Brain Barrier,+,0.7613
DB00158,441.3975,approved,Folic acid,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1,DB00158,Blood Brain Barrier,+,0.7609
DB00341,388.888,approved,Cetirizine,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,DB00341,Blood Brain Barrier,+,0.7576
DB04173,180.1559,approved,Fructose,OC[C@@H]1O[C@@](O)(CO)[C@H](O)[C@H]1O,DB04173,Blood Brain Barrier,+,0.7551
DB06213,390.354,approved,Regadenoson,CNC(=O)C1=CN(N=C1)C1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(N)=N1,DB06213,Blood Brain Barrier,+,0.7551
DB00642,427.4106,approved,Pemetrexed,NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N1,DB00642,Blood Brain Barrier,+,0.7542
DB00731,317.429,approved,Nateglinide,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O,DB00731,Blood Brain Barrier,+,0.7539
DB06751,397.5072,approved,Drotaverine,CCOC1=C(OCC)C=C(\C=C2/NCCC3=CC(OCC)=C(OCC)C=C23)C=C1,DB06751,Blood Brain Barrier,+,0.753
DB04816,240.2109,approved,Dantron,OC1=CC=CC2=C1C(=O)C1=C(C=CC=C1O)C2=O,DB04816,Blood Brain Barrier,+,0.7514
DB00539,405.96,approved,Toremifene,CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1,DB00539,Blood Brain Barrier,+,0.7488
DB00855,131.1299,approved,Aminolevulinic acid,NCC(=O)CCC(O)=O,DB00855,Blood Brain Barrier,+,0.7482
DB08881,489.922,approved,Vemurafenib,CCCS(=O)(=O)NC1=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CC=C(Cl)C=C2)=C(F)C=C1,DB08881,Blood Brain Barrier,+,0.745
DB06782,124.225,approved,Dimercaprol,OCC(S)CS,DB06782,Blood Brain Barrier,+,0.7436
DB00608,319.872,approved,Chloroquine,CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,DB00608,Blood Brain Barrier,+,0.7421
DB01956,125.147,approved,Taurine,NCCS(O)(=O)=O,DB01956,Blood Brain Barrier,+,0.7419
DB00548,188.2209,approved,Azelaic acid,OC(=O)CCCCCCCC(O)=O,DB00548,Blood Brain Barrier,+,0.7397
